trial_id,source_filename,open_reference_relpath,open_reference_url,item1_role,item1_relpath,item1_url,item2_role,item2_relpath,item2_url,item3_role,item3_relpath,item3_url,item4_role,item4_relpath,item4_url,item5_role,item5_relpath,item5_url,item6_role,item6_relpath,item6_url,item7_role,item7_relpath,item7_url,item8_role,item8_relpath,item8_url
1,p363_258.wav,ref/01_p363_258.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/ref/01_p363_258.wav,anchor,anchor/01_p363_258.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/anchor/01_p363_258.wav,sys1,sys1/01_p363_258.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys1/01_p363_258.wav,sys3,sys3/01_p363_258.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys3/01_p363_258.wav,sys4,sys4/01_p363_258.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys4/01_p363_258.wav,sys6,sys6/01_p363_258.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys6/01_p363_258.wav,sys5,sys5/01_p363_258.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys5/01_p363_258.wav,sys2,sys2/01_p363_258.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys2/01_p363_258.wav,hidden_ref,hidden_ref/01_p363_258.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/hidden_ref/01_p363_258.wav
2,p361_229.wav,ref/02_p361_229.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/ref/02_p361_229.wav,sys3,sys3/02_p361_229.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys3/02_p361_229.wav,sys5,sys5/02_p361_229.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys5/02_p361_229.wav,sys2,sys2/02_p361_229.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys2/02_p361_229.wav,sys6,sys6/02_p361_229.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys6/02_p361_229.wav,sys1,sys1/02_p361_229.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys1/02_p361_229.wav,anchor,anchor/02_p361_229.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/anchor/02_p361_229.wav,sys4,sys4/02_p361_229.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys4/02_p361_229.wav,hidden_ref,hidden_ref/02_p361_229.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/hidden_ref/02_p361_229.wav
3,p361_289.wav,ref/03_p361_289.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/ref/03_p361_289.wav,anchor,anchor/03_p361_289.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/anchor/03_p361_289.wav,sys2,sys2/03_p361_289.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys2/03_p361_289.wav,sys4,sys4/03_p361_289.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys4/03_p361_289.wav,sys5,sys5/03_p361_289.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys5/03_p361_289.wav,hidden_ref,hidden_ref/03_p361_289.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/hidden_ref/03_p361_289.wav,sys3,sys3/03_p361_289.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys3/03_p361_289.wav,sys1,sys1/03_p361_289.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys1/03_p361_289.wav,sys6,sys6/03_p361_289.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys6/03_p361_289.wav
4,p376_399.wav,ref/04_p376_399.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/ref/04_p376_399.wav,sys4,sys4/04_p376_399.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys4/04_p376_399.wav,sys6,sys6/04_p376_399.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys6/04_p376_399.wav,sys1,sys1/04_p376_399.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys1/04_p376_399.wav,anchor,anchor/04_p376_399.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/anchor/04_p376_399.wav,sys3,sys3/04_p376_399.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys3/04_p376_399.wav,sys2,sys2/04_p376_399.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys2/04_p376_399.wav,hidden_ref,hidden_ref/04_p376_399.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/hidden_ref/04_p376_399.wav,sys5,sys5/04_p376_399.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys5/04_p376_399.wav
5,p362_374.wav,ref/05_p362_374.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/ref/05_p362_374.wav,sys3,sys3/05_p362_374.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys3/05_p362_374.wav,anchor,anchor/05_p362_374.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/anchor/05_p362_374.wav,sys6,sys6/05_p362_374.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys6/05_p362_374.wav,sys4,sys4/05_p362_374.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys4/05_p362_374.wav,sys2,sys2/05_p362_374.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys2/05_p362_374.wav,hidden_ref,hidden_ref/05_p362_374.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/hidden_ref/05_p362_374.wav,sys5,sys5/05_p362_374.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys5/05_p362_374.wav,sys1,sys1/05_p362_374.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys1/05_p362_374.wav
6,p363_119.wav,ref/06_p363_119.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/ref/06_p363_119.wav,sys3,sys3/06_p363_119.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys3/06_p363_119.wav,sys5,sys5/06_p363_119.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys5/06_p363_119.wav,sys2,sys2/06_p363_119.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys2/06_p363_119.wav,hidden_ref,hidden_ref/06_p363_119.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/hidden_ref/06_p363_119.wav,sys4,sys4/06_p363_119.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys4/06_p363_119.wav,sys6,sys6/06_p363_119.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys6/06_p363_119.wav,anchor,anchor/06_p363_119.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/anchor/06_p363_119.wav,sys1,sys1/06_p363_119.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys1/06_p363_119.wav
7,p374_392.wav,ref/07_p374_392.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/ref/07_p374_392.wav,hidden_ref,hidden_ref/07_p374_392.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/hidden_ref/07_p374_392.wav,sys6,sys6/07_p374_392.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys6/07_p374_392.wav,sys3,sys3/07_p374_392.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys3/07_p374_392.wav,sys2,sys2/07_p374_392.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys2/07_p374_392.wav,sys1,sys1/07_p374_392.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys1/07_p374_392.wav,anchor,anchor/07_p374_392.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/anchor/07_p374_392.wav,sys4,sys4/07_p374_392.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys4/07_p374_392.wav,sys5,sys5/07_p374_392.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys5/07_p374_392.wav
8,p360_112.wav,ref/08_p360_112.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/ref/08_p360_112.wav,sys3,sys3/08_p360_112.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys3/08_p360_112.wav,sys2,sys2/08_p360_112.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys2/08_p360_112.wav,anchor,anchor/08_p360_112.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/anchor/08_p360_112.wav,hidden_ref,hidden_ref/08_p360_112.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/hidden_ref/08_p360_112.wav,sys6,sys6/08_p360_112.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys6/08_p360_112.wav,sys5,sys5/08_p360_112.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys5/08_p360_112.wav,sys1,sys1/08_p360_112.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys1/08_p360_112.wav,sys4,sys4/08_p360_112.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys4/08_p360_112.wav
9,p360_402.wav,ref/09_p360_402.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/ref/09_p360_402.wav,anchor,anchor/09_p360_402.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/anchor/09_p360_402.wav,sys3,sys3/09_p360_402.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys3/09_p360_402.wav,sys2,sys2/09_p360_402.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys2/09_p360_402.wav,sys5,sys5/09_p360_402.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys5/09_p360_402.wav,sys6,sys6/09_p360_402.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys6/09_p360_402.wav,hidden_ref,hidden_ref/09_p360_402.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/hidden_ref/09_p360_402.wav,sys1,sys1/09_p360_402.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys1/09_p360_402.wav,sys4,sys4/09_p360_402.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys4/09_p360_402.wav
10,p376_206.wav,ref/10_p376_206.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/ref/10_p376_206.wav,sys1,sys1/10_p376_206.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys1/10_p376_206.wav,sys4,sys4/10_p376_206.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys4/10_p376_206.wav,sys6,sys6/10_p376_206.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys6/10_p376_206.wav,sys5,sys5/10_p376_206.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys5/10_p376_206.wav,hidden_ref,hidden_ref/10_p376_206.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/hidden_ref/10_p376_206.wav,sys3,sys3/10_p376_206.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys3/10_p376_206.wav,sys2,sys2/10_p376_206.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys2/10_p376_206.wav,anchor,anchor/10_p376_206.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/anchor/10_p376_206.wav
